Nome,Instituição,Lider 1,Lider 2,Área
"Biodiversidade, Educação e Saúde Coletiva na Região Franco-Brasileira",UNIFAP,Luísa Antônia Campos Barros,Hilton Jeferson Alves Cardoso de Aguiar,Genética
"Biodiversidade, estratégias ecológicas, atributos funcionais e o funcionamento de ecossistemas amazônicos",UFPA,Thaísa Sala Michelan,Grazielle Sales Teodoro,Ecologia
"Biodiversidade, Genética e Evolução de Peixes",UNESP,Claudio de Oliveira,Fausto Foresti,Biologia Geral
"Biodiversidade, gestão dos recursos naturais e sociedade no escudo das Guianas",UFPA,Ligia Terezinha Lopes Simonian,,Antropologia
"Biodiversidade, Meio Ambiente e Sustentabilidade (BIOMAS)",IFPE,Fátima Verônica Pereira Vila Nova,Anailza Cristina Galdino da Silva,Geociências
"Biodiversidade, Recursos Naturais e Culturais",UFRRJ,Peter Herman May,Valeria Gonçalves da Vinha,Economia
"Biodiversidade, Sociedade e Território na Amazônia - BEST Amazônia",UFPA,Lise Vieira da Costa Tupiassu Merlin,Rodolpho Zahluth Bastos,Direito
"Biodiversidade, Taxonomia e Biotecnologia de Leveduras",UFMG,Carlos Augusto Rosa,,Microbiologia
Biodiversidade: Explorando a Vida do Micro ao Macro,IFMT,Fabrício Freitas Fernandes,,Biologia Geral
BIODIVERSIFICANDO,IFAL,Renato de Mei Romero,,Ciências Ambientais
Biodonto Research,UnB,Taia Maria Berto Rezende,,Odontologia
Bioecologia de Anfíbios do Vale do Paraíba e Serra da Mantiqueira - UNITAU,UNITAU,Itamar Alves Martins,,Zoologia
Bioecologia de formigas no domínio atlântico,UMC,Maria Santina de Castro Morini,,Zoologia
Bioecologia de Insetos Sociais e Lepidópteros,UFGD,Viviana de Oliveira Torres,,Zoologia
Bioecologia de Pragas de Mandioca e Fruteiras Tropicais,EMBRAPA,Marilene Fancelli,Aloyséia Cristina da Silva Noronha,Agronomia
Bioecologia e Comportamento de Insetos visando o Manejo Integrado de Pragas,UNICENTRO,Cristiane Nardi,,Agronomia
Bioecologia e Controle de Culicídeos Vetores,FIOCRUZ,Maria Alice Varjal de Melo Santos,Claudia Maria Fontes de Oliveira,Parasitologia
Bioecologia e controle de formigas,UNESP,Odair Correa Bueno,Ana Eugênia de Carvalho Campos,Zoologia
Bioecologia e controle de vetores de importância médica na Amazônia brasileira,IEPA,Allan Kardec Ribeiro Galardo,Josiane Nogueira Muller,Zoologia
Bioecologia e Manejo de Arthropodos e Microrganismos Regionais,UFPI,Paulo Roberto Ramalho Silva,Luiz Evaldo de Moura Pádua,Agronomia
BIOECOLOGIA E PROTEÇÃO FITOSSANITÁRIA DE PLANTAS,UERGS,Luidi Eric Guimarães Antunes,,Agronomia
Bioecologia e suscetibilidade de pragas agrícolas a inseticidas químicos e biológicos com ênfase no Manejo da Resistência de Insetos (MRI),UFPEL,Daniel Bernardi,,Agronomia
"Bioecologia, Etnoconhecimento e Química Vegetal.",UEAP,Luciano Araujo Pereira,Adriano Castro de Brito,Biologia Geral
Bioeconomia Aplicada ao Agronegócio,UFRGS,Edson Talamini,Gabriela Allegretti,Ciências Ambientais
Bioeconomia da Amazônia: Estudo de cadeias de valor,USP,Jacques Marcovitch,,Administração
"Bioeconomia de produtos, processos e serviços ambientais, aquícolas e agrícolas; Aquicultura em Sistema de Recirculação de Água; Agroecologia e Tecnologias de bioprodutos socioambientais (Gecotec)",UFDPar,Josenildo de Souza e Silva,,Recursos Pesqueiros e Engenharia de Pesca
Bioeconomia e Desenvolvimento Socioeconômico Sustentável,UFGD,Madalena Maria Schlindwein,,Economia
Bioeconomia e Economia Circular - BEC,UEA,Antonio de Lima Mesquita,Nubia Mireya Garzón Barrero,Economia
"BIOECONOMIA, BIOENERGIA NO AGRONEGÓCIO E ENERGIAS ALTERNATIVAS",UFGD,Paulo Sérgio Vasconcelos,,Administração
BIOECOS-Biodiversidade ecologia e ConservaÃ§Ã£o de animais da RegiÃ£o Nordeste,IFPB,Patricy de Andrade Salles,Amélia Lizziane Leite Duarte,Fisiologia
BIOECOS-Biodiversidade Ecologia e conservação de Animais,IFCE,Inez Liberato Evangelista,João Paulo de Holanda Neto,Fisiologia
Bioelegans,UFRN,Riva de Paula Oliveira,,Genética
"BioeletrÃ´nica, Dispositivos Fotovoltaicos e QuÃ­mica de Materiais",UFAM,Walter Ricardo Brito,,Química
Bioenergética e mecanismos antioxidantes em Trypanosoma cruzi,UNICAMP,Fernanda Ramos Gadelha,,Bioquímica
Bioenergética Mitocondrial e Metabolismo Tumoral,UFABC,Tiago Rodrigues,,Bioquímica
"Bioenergética Mitocondrial, Metabolismo Celular e Plasticidade Fenotípica",UFPE,Mariana Pinheiro Fernandes,Cláudia Jacques Lagranha,Bioquímica
"Bioenergética, crescimento animal e qualidade de carne",UFV,Mario Luiz Chizzotti,,Zootecnia
BIOENERGIA - LPIN/UERJ,UERJ,Neyda de la Caridad Om Tapanes,,Engenharia Química
Bioenergia e Ambiente,UFRGS,Maria Cristina de Almeida Silva,,Engenharia Sanitária
Bioenergia e Eficiência Energética,IPT,Ademar Hakuo Ushima,Ana Paula de Souza Silva,Engenharia Química
Bioenergia e Grãos,IF Goiano,Pablo Diego Silva Cabral,Renata Pereira Marques,Agronomia
Bioenergia e Sustentabilidade,UERGS,Lúcia Allebrandt da Silva Ries,Emerson Fernandes da Cunha,Engenharia Química
Bioenergia e Sustentabilidade,UFR,Silmara Bispo dos Santos,,Engenharia de Energia
"Bioenergia, Biocombustíveis, Clima e Efluentes (BBCE)",UNESP,Leandro Cardoso de Morais,,Engenharia de Energia
Bioengenharia,UFGD,Gustavo Graciano Fonseca,,Fisiologia
Bioengenharia,UEMG,Antonio Valadao Cardoso,Newton Pimentel de Ulhôa Barbosa,Engenharia de Materiais e Metalúrgica
Bioengenharia,INSPER,Paulo de Paiva Rosa Amaral,,Engenharia Biomédica
BIOENGENHARIA AMBIENTAL,UNICAMP,Tânia Forster Carneiro,,Ciência e Tecnologia de Alimentos
"Bioengenharia aplicada à Obtenção, recuperação e purificação de biocompostos",UNIPAMPA,Caroline Costa Moraes,Susana Juliano Kalil,Ciência e Tecnologia de Alimentos
Bioengenharia de sistemas fisiológicos: regulação de cálcio e estimulação elétrica,UNICAMP,José Wilson Magalhaes Bassani,Rosana Almada Bassani,Engenharia Biomédica
Bioengenharia de Sistemas Neuronais,UFSJ,Antônio-Carlos Guimarães de Almeida,Antônio Márcio Rodrigues,Engenharia Biomédica
Bioengenharia e Biomateriais,UNESP,Rondinelli Donizetti Herculano,Juliana Ferreira Floriano,Engenharia Biomédica
Bioengenharia e Biomecânica,UFG,Marcus Fraga Vieira,,Engenharia Biomédica
Bioengenharia e Dispositivos Implantáveis,UFRN,Custódio Leopoldino de Brito Guerra Neto,Angelo Roncalli Oliveira Guerra,Engenharia Biomédica
Bioengenharia e Dispositivos Implantáveis,UFRN,Custódio Leopoldino de Brito Guerra Neto,Angelo Roncalli Oliveira Guerra,Engenharia Biomédica
"Bioengenharia, Biomateriais e Mineralização Biológica",UFF,Gutemberg Gomes Alves,Mônica Diuana Calasans Maia,Odontologia
"Bioengenharia, Optica e Mecanica Ocular",UNIFESP,Paulo Schor,Vagner Rogério dos Santos,Medicina
BioEngLab - Laboratório de Engenharia e Biomaterial - Engenharia Biomédica,UnB,Suélia de Siqueira Rodrigues Fleury Rosa,Mário Fabrício Fleury Rosa,Engenharia Biomédica
Bioensaios de segurança e eficácia de produtos cosméticos e farmacêuticos,UFPR,Daniela Florencio Maluf,,Farmácia
Bioensaios e Dinâmica Celular Integrada,UNESP,Willian Fernando Zambuzzi,,Bioquímica
Bioensaios Farmacêuticos,UFRJ,Viviane de Oliveira Freitas Lione,,Farmácia
Bioestatística e Epidemiologia,UNCISAL,Lucyo Wagner Torres de Carvalho,,Saúde Coletiva
Bioética Ambiental,PUC/PR,Marta Luciane Fischer,Thiago Rocha da Cunha,Ecologia
BIOÉTICA E ADMINISTRAÇÃO: ENSINO E ASSISTÊNCIA À SAÚDE,USP,Marcelo José dos Santos,,Enfermagem
Bioética e Biotecnologia,PUC/PR,Daiane Priscila Simão,Anor Sganzerla,Bioética
Bioética e dignidade humana,UNIG,Hildeliza Lacerda Tinoco Boechat Cabral,Taís de Cássia Badaró Alves,Direito
BIOÉTICA E EDUCAÇÃO,PUC/PR,Valquíria Elita Renk,,Bioética
Bioética e Políticas Públicas em Saúde Coletiva,UNINOVE,Walter Vitti Junior,,Medicina
Bioética e Promoção da Saúde Global no Envelhecimento,CESUMAR,Lucas França Garcia,Leonardo Pestillo de Oliveira,Saúde Coletiva
BIOÉTICA E SAÚDE HUMANA,UFPE,Josimário João da Silva,,Medicina
BIOÉTICA HERMENÊUTICA E OS FUNDAMENTOS FILOSÓFICOS,UFPI,José Vanderlei Carneiro,,Filosofia
Bioética na Amazônia,UNIR,Daiane Martins Rocha,,Filosofia
"Bioética, Biodireito, Direito Sanitario, Direito do Consumidor, Atenção Primária à Saúde e Farmacoepidemiologia",UFMT,Genesson dos Santos Barreto,Egle Sousa Pereira,Direito
"BIOÉTICA, BIOPOLÍTICA E SAÚDE COLETIVA",UNISINOS,José Roque Junges,,Saúde Coletiva
"BIOÉTICA, DIREITO E FILOSOFIA AMBIENTAL",ESDHC,Émilien Vilas Boas Reis,,Direito
"Bioética, direitos humanos e cidadania",UFRN,Oswaldo Pereira de Lima Junior,Renata Oliveira Almeida Menezes,Direito
"Bioética, ética e pesquisa",UniCEUB,Marília de Queiroz Dias Jácome,,Saúde Coletiva
"Bioética, Humanização e Cuidados em Saúde",PUC/PR,Waldir Souza,Carla Corradi Perini,Saúde Coletiva
"Bioética, Saúde Mental e Direitos Humanos",UFPA,Erica Quinaglia Silva,Sônia Weidner Maluf,Antropologia
"Bioética, Saúde Mental e Direitos Humanos",UnB,Erica Quinaglia Silva,Sônia Weidner Maluf,Antropologia
"Bioética, Saúde Pública e Ensino em Odontologia",UniEVANGELICA,Leandro Brambilla Martorell,Liliane Braga Monteiro dos Reis,Odontologia
"Bioética, Saúde Pública Global e Direitos Humanos",PUC/PR,Thiago Rocha da Cunha,Caroline Filla Rosaneli,Bioética
BioFarm,IF Goiano,Míriam de Almeida Marques,,Agronomia
Biofarmacia e Farmacometria,UFRJ,Rita de Cássia Elias Estrela Marins,,Farmácia
Biofarmácia e Medicamentos,UNEB,Anibal de Freitas Santos Junior,,Farmácia
Biofármacos,UnB,Laila Salmen Espindola,,Farmácia
Biofarmacotécnica e Desenvolvimento de Medicamentos e Cosméticos,UFF,Samanta Cardozo Mourao,,Farmácia
Biofertirrigação,UNILAB,Aiala Vieira Amorim,Albanise Barbosa Marinho,Engenharia Agrícola
Biofilmes & Diversidade Microbiana,UFRGS,Alexandre José Macedo,,Microbiologia
Biofísica,UFG,Antonio Alonso,Sebastião Antônio Mendanha Neto,Biofísica
Biofísica,UFMA,Luciana Magalhães Rebêlo Alencar,,Física
Biofísica Agrícola,UFSJ,Kassílio José Guedes,Anderson Oliveira Latini,Biologia Geral
"Biofísica Celular, Molecular e Computacional",UFCSPA,Gisele Branchini,Fernanda Bordignon Nunes,Biofísica
Biofisica Computacional e Modelagem Molecular,FIOCRUZ,Ernesto Raúl Caffarena,,Biofísica
Biofísica da superfície de fungos patogênicos,UFRJ,Susana Frases Carvajal,,Microbiologia
BIOFÍSICA DAS MEMBRANAS,UFPE,Claudio Gabriel Rodrigues,Dijanah Cota Machado,Biofísica
"Biofísica de Materiais, Bioativos e Sistemas Lipídicos",UFTM,Natália Bueno Leite Slade,,Biofísica
Biofísica e Bioquímica Molecular,UFCAT,Jorge Luiz Vieira dos Anjos,Eduardo Sérgio de Souza,Física
Biofísica e Física Aplicada à Medicina,UFG,Sílvio Leão Vieira,Cassia Alessandra Marquezin,Física
BIOFÍSICA E MATERIAIS - BIOMAT,FESURV,Jair Pereira de Melo Junior,Marcio Rosa,Medicina
Biofísica Experimental e Biomolecular,UNESP,Fátima Pereira de Souza,,Biofísica
Biofísica Médica,CNEN,Carlos Eduardo Bonacossa de Almeida,Ana Cristina Murta Dovales,Biotecnologia
Biofisica Molecular,UNESP,Marcos Roberto de Mattos Fontes,Ney Lemke,Biofísica
Biofísica Teórico-Experimental e Computacional,UFRPE,Romildo de Albuquerque Nogueira,Edbhergue Ventura Lola Costa,Biofísica
BIOFORENSE-i,UFPEL,Claudio Martin Pereira de Pereira,,Química
Biofotônica,UERJ,Adenilson de Souza da Fonseca,,Medicina
Biofotônica aplicada na Odontologia,UNIB,Guilherme Teixeira Coelho Terra,,Odontologia
BIOFOTONICA E ENGENHARIA BIOMÉDICA,UFABC,Patricia Aparecida da Ana,,Engenharia Biomédica
Biofotônica e Nanotecnologia Aplicadas à Odontologia - BIENAO,UFMG,Marcus Vinicius Lucas Ferreira,Leandro Napier de Souza,Odontologia
Biofotônica e Neuromodulação,UNIFAP,Ana Rita Pinheiro Barcessat,,Enfermagem
BIOFOTÔNICA NAS CIÊNCIAS DA SAÚDE E BIOLÓGICAS,UFBA,Antonio Luiz Barbosa Pinheiro,Aparecida Maria Cordeiro Marques,Odontologia
"Biofotônica, Agentes Eletrofísicos e Terapêutica Experimental",UniEVANGELICA,Rodrigo Alvaro Brandão Lopes Martins,,Fisioterapia e Terapia Ocupacional
Biofuncionalidade aplicada à Reabilitação Orofacial - BioROf,UPE,Sandra Lucia Dantas de Moraes,Bruno Gustavo da Silva Casado,Odontologia
Biogás: estudo de diferentes substratos,UNIVATES,Odorico Konrad,,Engenharia Sanitária
BioGen Cerrado,UEG,Alcione da Silva Arruda,,Agronomia
Biogenômica,UFSM,Ivana Beatrice Mânica Da Cruz,Verônica Farina Azzolin,Genética
BIOGEO_UEM,UEM,Maria Eugênia Moreira Costa Ferreira,,Geografia
BIOGEOCICLOS DOS CONSTITUINTES QUÍMICOS DA ÁGUA,UFMA,Samara Aranha Eschrique,,Oceanografia
Biogeofísica da Região Amazônica e Modelagem Ambiental - BRAMA,UFOPA,Rodrigo da Silva,José Mauro Sousa Moura,Geociências
Biogeografia Aplicada,UnB,Ruth Elias de Paula Laranja,Roselir de Oliveira Nascimento,Geografia
Biogeografia com ênfase na Ecologia de Paisagem,UFES,Cláudia Câmara do Vale,,Geociências
Biogeografia da Conservação e Macroecologia,UFPA,Marcos Pérsio Dantas Santos,,Ecologia
Biogeografia de Estuários Tropicais,UFES,Cláudia Câmara do Vale,,Geociências
Biogeografia de Estuários Tropicais,UFES,Cláudia Câmara do Vale,,Geociências
Biogeografia e Ecologia Aplicada à Conservação e Manejo,UFC,Francisca Soares de Araújo,Rafael Carvalho da Costa,Botânica
Biogeografia e Macroecologia Marinha,UFSC,Sergio Ricardo Floeter,Carlos Eduardo Leite Ferreira,Ecologia
Biogeografia e Sistemática Vegetal,UFF,Adriana Quintella Lobão,,Botânica
Biogeografia Neotropical,UNILA,Peter Löwenberg Neto,,Zoologia
"Biogeografia, Ecologia e Conservação do Cerrado",UnB,José Roberto Rodrigues Pinto,,Recursos Florestais e Engenharia Florestal
"Biogeografia, Paisagem e Conservação",UFS,Larissa Monteiro Rafael,,Geociências
Biogeoquímica Aquática,UESC,Daniela Mariano Lopes da Silva,Marcelo Friederichs Landim de Souza,Ecologia
BIOGEOQUÍMICA COSTEIRA,UFC,Rozane Valente Marins,Luiz Drude de Lacerda,Ecologia
Biogeoquímica da Zona Critica,UnB,Jeremie Garnier,,Geociências
"Biogeoquímica das Mudanças Globais: perspectivas climáticas, paleoclimáticas e antrópicas",UFF,Renato Campello Cordeiro,,Geociências
"Biogeoquímica de Contaminantes, Patógenos e Nutrientes",IEC,Marcelo de Oliveira Lima,Edivaldo Herculano Correa de Oliveira,Saúde Coletiva
Biogeoquímica de Ecossistemas Aquáticos,UFSB,Joanna Maria da Cunha de Oliveira Santos Neves,,Ciências Ambientais
Biogeoquímica de Ecossistemas Aquáticos,UENF,Carlos Eduardo de Rezende,,Ecologia
Biogeoquímica de Florestas Tropicais e Subtropicais,UFPR,Renato Marques,Kelly Geronazzo Martins,Ecologia
Biogeoquímica do Carbono,UFMT,Eduardo Guimarães Couto,Mark Stephen Johnson,Agronomia
Biogeoquímica e Poluição Aquática,UFPA,Silvia Keiko Kawakami,Vinicius Tavares Kütter,Oceanografia
Biogeoquímica e Qualidade de Água,UNIVALI,Jurandir Pereira Filho,,Oceanografia
Biogeoquímica e sistemas biocomplexos,UFRA,Francisco de Assis OLIVEIRA,Steel Silva Vasconcelos,Geociências
Biogeoquimica Marinha e Cultura Oceanica,UFSC,Alessandra Larissa D Oliveira Fonseca,,Oceanografia
BioIFSC - Grupo de Pesquisa em Bioinformática / Biologia Computacional,IFSC,Renato Simões Moreira,,Biotecnologia
BIOIMA - Grupo de Estudo e Pesquisa em Bioinsumos no Maranhão,UFMA,Raissa Rachel Salustriano da Silva Matos,Luma Castro de Souza,Agronomia
BIOIMPACT - Laboratório de Estudos de Impactos Antrópicos na Biodiversidade Marinha e Estuarina,UFRPE,Thierry Frédou,Flavia Lucena Frédou,Recursos Pesqueiros e Engenharia de Pesca
BioIn - Laboratório de Pesquisa em Ensino de Biologia por Investigação,USP,Daniela Lopes Scarpa,Danusa Munford,Educação
Bioindicadores de Qualidade Ambiental,UFMS,Luiz Ubiratan Hepp,Silvia Vendruscolo Milesi,Ecologia
Bioindicadores de Saúde do Solo,EMBRAPA,Iêda de Carvalho Mendes,,Agronomia
Bioindicadores e análise da fauna de microparasitos de peixes dos ambientes costeiros e de águas interiores do Brasil.,FEJAL,Rodney Kozlowiski de Azevedo,,Parasitologia
Bioindicadores e anÃ¡lise da fauna de microparasitos de peixes dos ambientes costeiros e de Ã¡guas interiores do Brasil.,FEJAL,Rodney Kozlowiski de Azevedo,,Parasitologia
Bioindicadores e biomonitoramentos,UFRJ,Cristina Aparecida Gomes Nassar,,Ecologia
Bioinformática,IPDEC/AM,Daniella Rodrigues Bezerra,,Ciência da Computação
Bioinformática e Biologia Computacional,UFMG,Raquel Cardoso de Melo Minardi,,Ciência da Computação
Bioinformática e Biologia Computacional,UFRGS,Márcio Dorn,,Ciência da Computação
Bioinformática e Biologia Computacional,UNIFESP,Reginaldo Massanobu Kuroshu,,Ciência da Computação
Bioinformática e Biologia Computacional,UnB,Marcelo de Macedo Brigido,,Ciência da Computação
Bioinformática e Biologia Computacional,UNIRIO,Joelma Freire De Mesquita,,Bioquímica
Bioinformática e Biologia de Sistemas,UNICAMP,Renato Vicentini dos Santos,,Genética
Bioinformática e Biotecnologia,UFRJ,Rafael Dias Mesquita,,Biotecnologia
Bioinformática e Biotecnologia Aplicada,UFRRJ,Marcelo de Freitas Lima,,Biotecnologia
Bioinformática e Ciências Ômicas,UMC,Fabiano Bezerra Menegidio,Rubens Pasa,Biotecnologia
Bioinformática e Ciências Ômicas - UFTM,UFTM,Siomar de Castro Soares,,Genética
Bioinformática e Desenho de Fármacos,UFSJ,Alex Gutterres Taranto,,Farmácia
Bioinformática e Evolução molecular viral,UNIFESP,Ricardo Durães de Carvalho,,Microbiologia
Bioinformática e genoma humano,FIOCRUZ,Fabio Passetti,,Bioquímica
Bioinformática e Genômica de Microrganismos,UFPA,Rommel Thiago Juca Ramos,,Genética
Bioinformática e Química Computacional Aplicada à Busca Desenvolvimento de Compostos Bioativos,UESB,Bruno Silva Andrade,,Biotecnologia
Bioinformática e Reconhecimento de Padrões,UTFPR,Fabrício Martins Lopes,Andre Yoshiaki Kashiwabara,Ciência da Computação
Bioinformática Evolutiva,UFRJ,Carlos Eduardo Guerra Schrago,,Genética
Bioinformática para bioprospecção e mineração de dados ômicos,UFABC,Danilo Trabuco do Amaral,,Biotecnologia
"Bioinformática, Biologia Computacional e Sistemas Bio-Inspirados",CEFET/MG,Sandro Renato Dias,Thiago de Souza Rodrigues,Ciência da Computação
Bioinformatics and Health Informatics Group,UFABC,Fernanda Nascimento Almeida,Saul de Castro Leite,Engenharia Biomédica
Bioinorgânica,UFC,Luiz Gonzaga de França Lopes,,Química
Bioinorgânica & Biotecnologia - GBBTEC,UEMS,Ademir dos Anjos,Daniela Cristina Manfroi Rodrigues,Química
Bioinorgânica Avançada,UFRPE,Mônica Freire Belian,Wagner Eduardo da Silva,Química
BIOINORGANICA E FILMES INORGANICOS,UFC,Luiz Gonzaga de França Lopes,Izaura Cirino Nogueira Diógenes,Química
Bioinorgânica e Materiais Moleculares,UFF,Mauricio Lanznaster,,Química
Bioinorgânica e Toxicologia Ambiental,UNIFESP,Raúl Bonne Hernández,,Química
"BIOINOVAR lab. de Biotecnologia: Unidade de Biocatálise, Bioprodutos e Bioenergia",UFRJ,Alane Beatriz Vermelho,,Biotecnologia
Bioinsumos,UFF,Carlos Eduardo de Souza Teodoro,,Microbiologia
Bioinsumos e Inovação no Manejo de Pragas com Tecnologias de Nova Geração,UFPB,José Bruno Malaquias,Jacinto de Luna Batista,Agronomia
Bioinsumos em agroecossistemas no Cerrado goiano,IF Goiano,Camila Alves Rodrigues,,Agronomia
Bioinsumos microbianos,UFERSA,Fernanda Matias,,Microbiologia
BioJoule: Bioenergia e Energias Sustentáveis,UNESP,Andrea Cressoni De Conti,Cláudio De Conti,Engenharia de Energia
Biologia Agrícola e Ambiental,UFSM,Zaida Ines Antoniolli,Rodrigo Josemar Seminoti Jacques,Agronomia
Biologia Animal,UFAC,Tiago Lucena da Silva,Maria Isabel Afonso da Silva,Ciências Ambientais
